tweets,status
Guayas: Muertes registradas por TODAS LAS CAUSAS en el Registro Civil (cifras de decesos desde el 1 de marzo al 4 de junio).  #coronavirus #coronavirusEcuador #Covid_19 #COVID19Ecuador #QuédateEnCasa #Ecuador #Guayas #Rstats https://t.co/nFIzxyJoDE,negativo
"Acata las disposiciones con responsabilidad, #QuedateEnCasa, si no lo haces estas exponiendote a ti y a los demas a ,""""",positivo 
"A un día de que #Quito cambie de color del semáforo, la ciudad registra 40 nuevos pacientes con #Covid_19  entre el 1 y 2 de junio. » https://t.co/o9mqxDdP3k https://t.co/9j21CHqfbz",negativo
#España #CLM Cuenca registra 1.348 casos de #Coronavirus y 313 fallecidos @gobjccm @SanidadAlbacete #Covid19 @SanidadCR https://t.co/zazVTRA3Ah,negativo
"🚨 #ATENCIÓN | El número de fallecidos por coronavirus ascendió a 3.592 en Ecuador, donde la cifra de contagios confirmados totaliza 42.106, es decir 531 casos en las últimas 24 horas.  ⏳ 2.378 fallecidos probables por COVID-19. 📝 En Tungurahua: 77 muertos y 551 contagios. https://t.co/umhMx1HQfl",negativo
"Los efectos del Covid_19 afectaron a los artesanos que elaboran años viejos. Sin embargo, 
los artistas decidieron fabricar al monigote con rostro, brazos y piernas para quemarlo en fin de año.",positivo 
" @cpetersenec: Oficialmente he ingresado la denuncia a Contraloria x posibles irregularidades en compra d insu
mos medicos por Covid-19 n,""""",positivo 
" @FFAAECUADOR: Soldados de la II DE Libertad, participaron de una actividad ludica a cargo del comediante Tomas Delgado, dirigida a elev,""""",positivo 
"A LAS 07H00 DE ESTE LUNES SE TOMARÁN PRUEBAS DE COVID-19 EN LIGA DE QUITO   #RevistaWinner @RevistaWinnerEc ,""""
",positivo
Oportunidad número 84839174739 que me quitó el coronavirus: ver bailar a Isaac Hernández en vivo 😔,negativo
"😪 En Chilpancingo, Guerrero, ayer una enfermera contagiada de #COVID19 se quitó la vida.

#TelediarioEnEl6 con @Carloszup y @paobarquet | https://t.co/VqUPqVxLBf https://t.co/YbCW9lJPAW",negativo
"Ecuador registra 1.140 nuevos casos de coronavirus y 263 fallecidos, tras dos días sin ofrecer balance... https://t.co/8GALmquqzT",negativo
¿Por qué se activó este junio el cobro de las cuotas de tarjetas de crédito aplazadas por el covid-19 en Ecuador? https://t.co/trVSi40KHa,negativo
Dos médicos cubanos residentes en Ecuador mueren por coronavirus via @OnCuba https://t.co/TUTaBBsh5W,negativo
"💔En 14 horas recordamos a Óscar Cabrera, médico residente en Quito. Falleció a los 34 años por #Covid_19. 
Le he conocido gracias al Memorial de las víctimas del coronavirus - RTVE vía @lab_rtvees ",negativo
"ATENCIÓN 🚨  La nacionalidad indígena #Waorani exigió en una audiencia medidas cautelares para proteger su vida y la de los pueblos no contactados de la 
#Amazonía ecuatoriana, ante el avance del #coronavirus 👇🏼  https://t.co/S3q21cORsF",positivo
Duplicamos los ventiladores mecánicos para la atención de #COVID19 en nuestros Hospi…,positivo 
" @pabloevallejo: Estar en semaforo amarillo  no significa que la emergencia sanitaria termino  
Desde la @emac_ep #Cuenca se recuerda,""""",negativo 
"Desde los Andes hasta el Tíbet, el coronavirus parece estar salvando poblaciones a gran altura. https://t.co/ry8sovhDcT",positivo
"@Lenin @WilsonCanizares Felicitaciones al alcance de Daule, por su compromiso y lucha en esta batalla contra el coronavirus. Seguimos adelante 
#AEcuadorLoSacamosTodos",positivo
"Actualización de casos de #coronavirus en #Ecuador.   01/06/2020 - 08:00  🚫 39994 casos confirmados   ⚰️ 3394 fallecidos por covid ⚰️ 2135 fallecidos con probable covid 
❎ 52000 casos descartados ✅ 4583 casos con alta hospitalaria ✅ 11280 con alta epidemiológica https://t.co/obxBDNsTev",negativo
"Ayudar a las personas más vulnerables es fundamental para no dejar a nadie atrás durante la emergencia #COVID19.

En Guayaquil, junto a @PAN_TO_GO, entregamos 150 kits de higiene a población ecuatoriana y en situación de movilidad humana albergada en el CAMI de Pascuales. https://t.co/DmqZ0p2ZI7",positivo
#País: Cifras de #Coronavirus en nuestro país según reporte oficial de este lunes 1 de junio de 2020. https://t.co/KD4lNrkaSO,positivo
"Más de 127 #periodistas murieron por #coronavirus en tres meses en 31 países #AmericaLatina es la región más afectada. #Perú, #Brasil, #Ecuador, #México con el mayor número de víctimas https://t.co/cfgZ4YmrOV #PressFreedom #libertaddeprensa",negativo
"Sobre temas del Coronavirus en Latinoamérica, Brasil, Chile, Ecuador tienen más casos curados que contagios, así mismo hay que decir que en Ecuador la tasa de mortalidad viene disminuyendo, en Colombia la tasa de curados es casi 40% y 3% de fallecidos. Poco a poco vamos todos.",positivo
#Laboratorio de la #UDLA procesará entre 200 y 400 #Pruebas #PCR diarias en Quito https://t.co/CoMpz3sA9E @elyex https://t.co/odePDsqwo6,positivo
" @radiolacalle: #LaCalleInforma Covid-19: Quito registra 27 cadaveres en viviendas — Radio La Calle -  via @radiol,""""",negativo 
#1Jun #Ecuador reanuda vuelos de pasajeros y reduce toque de queda en medio de #pandemia de #Coronavirus. https://t.co/GEfxsJ7QZ3,positivo
" @EcuadorTV: #VIDEO | La estabilizacion fiscal y un manejo adecuado de la emergencia sanitaria seran las prioridades en el ultimo año de,""""",positivo 
#EnLojaNosCuidamosTodos https://t.co/bu2Sbww0v6,positivo 
RT @CarlosVerareal: Ahora SABEN que sí tuvo CORONAVIRUS aunque el”timing”fue sospechoso y su anuncio muy emocional CONOCEN por qué la pande…,negativo 
"@clarincom Y se los comen no veo muertos tirados como en ecuador o fosas comunes como en Brasil,
 bueno en Colombia ,""""",positivo 
"#Quito|| El ministro de salud @DrJuanCZevallos junto al coordinador zonal 9 @DrLuisMuozP1, participaron en las toma ,""""",positivo 
"RT @ecuainm_oficial: 🔴#URGENTE Desde 1 de junio se reapertura aeropuertos del país, 
con autorización del 30% de frecuencias en vuelos nacio…",positivo
RT @pulsoguayaco: Coronavirus en Galápagos: Últimas novedades sobre la pandemia https://t.co/tmCgdTnTLR,negativo
"Hoy en el día mundial de la bicicleta 🚴🏼‍♂️ Quito se sube a la bici. Acompáñanos en un recorrido por la ciudad para conmemorar esta fecha y reconocer la importancia de este medio de transporte ante la #COVID19.🦠

Te esperamos a las 16:00 en la Ave. Los Libertadores y Collahuazo. https://t.co/6DCR2JkS5t",positivo
"@santigallard @lopezobrador_ Deberias de poner que Abrio Fabricas a sus hijos enmedio de una pandemia , que compro estadio enmedio 
de una pandemia , que hay mas muertos en delincuencia organizada que de coronavirus , que quito apoyo a niños con cancer que quito energia renovables ,
 uyyasemeacabaronlasletras",negativo
"Fiscalía de Ecuador crea una ""fuerza de tarea"" para investigar los escándalos de corrupción durante la emergencia sanitaria https://t.co/CCtuP1RIWX https://t.co/Y3vtQNIY67",positivo
" @FFAAECUADOR: #Quito| La Primera Division de Ejercito Shyris, realizo 
120 pruebas rapidas y 38 pruebas PCR de #Covid_19, a los militares,"""" ",positivo
" @sagrada_patria: @soyfdelrincon llamamos nuevamente su ayuda con esta denuncia en Ecuador Otro cadaver que no apararece de un servidor,""""",negativo
"Tu responsabilidad laboral también es con tu familia. Mascarillas personalizadas, para tu negocio o empresa, material antifluido, modelo N95. Cuidémonos todos. 
#Ecuador #Coronavirus… https://t.co/xB3RMVreBm",positivo
"@lahistoriaec A la corrupta de la jueza de Manabí  hay que suspenderla, meterla presa o mejor fumigarla con COVID19",negativo
"CarlosPennaC | CIO 🌐TResearch: Los fallecimientos por #coronavirus en América Latina hasta el momento: Ecuador cuenta con la mayor cantidad de 
muertes sobre el total de población. Datos de JohnsHopkins https://t.co/PltIvgqZAJ",negativo
"Todo bien con el semaforo amarillo pero no se olviden que La delincuencia en Quito crecio terriblemente! Que accion ,""""",positivo 
"#Guayaquil: Relajo y aglomeración de personas en un local de dulces en Urdesa, la @PoliciaEcuador tuvo que intervenir para que la gente tome distanciamiento social 
#DiaDeLaNinez #SemáforoEc #1Jun #Anomymous #Ecuador #DiaDelNino #coronavirus @AntiradarGYE @EmergenciasEc https://t.co/ifzGPRa5Eu",negativo
"RT @Primicias: En la Amazonia, hay cinco cantones en los que la curva no se aplana. Estan ubicados en las provincias de Napo, Orellana, Pas…",negativo
"🔉| ¡ATENCIÓN!
-
Conoce la situación de los  39.994 casos confirmados de coronavirus en Ecuador ¿Cuántos tienen aislamiento domiciliario?
Detalles⬇️ 
https://t.co/VRAkMdVWMH",negativo
"En #Quito el Municipio adquirió 100.000 pruebas de #COVID19 En #Ambato sólo se compraron unas 90 #PruebasPcr por el Municipio. 
En el número de pruebas aplicadas está la clave para proyectar el impacto de los contagios sobre el sistema de salud #MásPruebasPcr",positivo
"Este año el #COVID-19 no detiene el festejo del Dia del niño, compartamos la felicidad de nuestros niños junto a la ,""""",positivo 
El Ministerio de Salud de #Ecuador informó de 1.140 nuevos diagnósticos positivos en las últimas 48 horas  https://t.co/6NNX6E5StF,negativo
#ATENCIÓN│ Se eleva a 41.575 la cifra de casos confirmados de coronavirus en el #Ecuador #COVID19ec  https://t.co/NdVGxSKN6V,negativo
"La provincia de Guayas registra el mayor número de casos de coronavirus en Ecuador y representa 3.2 personas por cada mil habitantes. Pichincha, 
con un número significativamente menor alcanza a 1.3 personas por cada mil hab. Manabí llega a 1.5 personas por cada mil hab. https://t.co/Y4p8P2yRRc",negativo
RT @Riderman24h: #Coronavirus en Ecuador: cuerpos en las calles de Guayaquil en medio de la pandemia (va passar fa unes setmanes) https://t.co/M4MyUwMFqT,negativo 
"Se reanuda emision de pasaporte en Guayaquil, Quito y Cuenca desde el 1 de junio
 | Ecuador | Noticias | El Universo ,""""",positivo 
"Hace unos meses atrás dije, me voy de stgo después de 12 años de hacer de todo a una vida más tranquila en el norte por allá por mis tierras y 
Napo acá está la caga o peor 🙄😂 solo diré ¡Weones irresponsables! #antofagasta #coronavirus #MeQuedoEnCasa #StayHome #Covid_19",negativo
" @Santos_Mario7: El uso del Internet en los hogares aumento durante la emergencia sanitaria ¡Quien hubiera pensado! Excelente investiga,""""",negativo
"Recuerde que hoy en #Cuenca circulan los vehículos particulares con último dígito de placa: 0-2-4-6-8. 
#Noticias #Ecuador #Coronavirus https://t.co/pl6srhn75u",positivo
" @ELTIEMPO: Colombia tiene 15 fallecidos por millon de habitantes Estamos muy por debajo
 de paises como Ecuador, Brasil, Chile y Argent,""""",positivo 
" @PedritoExtranja: Las protestas en un #Guayaquil arrasado por las dos pestes: Morenismo y COVID estan por todos lados Los maestros se c,""""
",negativo 
¡ATENCIÓN! 📢  Estas son las provincias del Ecuador donde se registran los casos de coronavirus. - Detalles aquí 🔽 : https://t.co/3VanTnyGFD,negativo
"RT @noticias4vision: La periodista @fiorentinatcs nos cuenta como vive el futbolista profesional salvadoreño, Ricardo “El Chino Orellana”,…",positivo 
¡Aparecieron cinco casos positivos de #Coronavirus en el #Emelec 🇪🇨! ,negativo 
¡YA ESTÁN LISTOS! El plantel de @LDU_Oficial se someterá a las pruebas de #coronavirus: https://t.co/AKN01smAQ6 https://t.co/XuK6dAfrM5,positivo
" @FFAAECUADOR: #Guayas| El Comando Logistico N° 74 Huancavilca, en apoyo al Municipio de Guayaquil, instalo dos carpas climatizadas en l,""""",positivo 
" @NotiCiertas:  #Atencion Asi es como este gobierno a traves de @RichardM_A pago 1000 millones de dolares en plena emergencia sanitaria,""""",positivo 
"#INFORMACIÓN: datos proporcionada por el #COE Provincial sobre los 385 casos positivos de Covid-19 en #Chimborazo ,""""",positivo 
"#Quito|| La atención en el área odontológica se mantienen activa utilizando todas las medidas de prevención frente al #COVID19 en el Centro de Salud Cotocollao Alto Distrito 17D03. 
#ActivadosPorLaSalud https://t.co/rHm6m6U1VN",positivo
"🇪🇸🇪🇨 Andalucía envía respiradores fabricados en nuestra comunidad a Educador para la lucha contra el coronavirus.

✅ Andalucía es solidaria. 

https://t.co/EDKFgKVzOq",positivo
" @AlcaldiaEmpalme: Tal como se lo habia anunciado, hoy sabado en la parroquia Guayas, se realizaron 75 pruebas rapidas para #COVID_19, po,""""",positivo 
#Covid19Pastaza |  Las cifras oficiales del #Covid19 en Pastaza siguen ubicandola como la provincia de la Amazonia… https://t.co/1jLtiUbZrZ,positivo 
" @JohnTown_: Porque siguen hablando de 3000 muertes Covid  Solo Guayaquil tuvo mas de 12000 sobre el promedio de muertes diarias  ,""""
",negativo 
"Ecuador informa de 3.592 fallecidos oficiales y 2.378 probables, además de 42.106 positivos por la COVID-19, conforme a los datos revelados por el 
Ministerio de Salud Pública.  ➡Minuto a minuto: https://t.co/P0qPguAPfw https://t.co/49JcQBL0cp",negativo
"CONFIRMADO!!
zombie_cunuhay será parte del histórico #EMMA16 LIVE PASS (sin público) que se llevará a cabo el 25 de Julio en #Ecuador!! 🇪🇨
⛑Protocolo anti Sars COVID19⛑
#somosemma #somosmadeinecuador 
#QuedateEnCasa… https://t.co/DbENxAHvU4",positivo
"Ecuador reporta cerca de 40.000 infectados por coronavirus y 5.529 muertos, entre confirmados y probables https://t.co/PYsxtft3oY",negativo
"#Ecuador reportó 3.592 fallecidos oficiales y 2.378 probables, además de 42.106 positivos por COVID-19, conforme a los datos revelados por el
 Ministerio de Salud Pública.  #Coronavirus de #Wuhan  Vía @EFEnoticias https://t.co/Wu3JfbofwB",negativo
🔴 #COVID19 | Un estudio realizado por el Municipio de #Portoviejo y la UTM determinó que 8 de cada 10 habitantes del cantón no tienen el virus,positivo
"#BuenasNoticias| Fideicomiso ""Salvar Vidas"" nuevamente dona respiradores de alta complejidad para la atención de 
pacientes críticos por COVID19 en Cuenca. En la entrega de estos implementos médicos estuvieron presentes, 
@xaesma, Gobernador del Azuay, ... (1/3) https://t.co/cHjokAAhaE",positivo 
" @el_telegrafo: #Covid_19 | En la capital hubo un incremento de casos positivos en las ultimas semanas, pero aun asi no llega a las cifra,""""
",positivo 
"#SectoresQueTrabajanPorTi | Todos los trabajos de restauración ambiental se cumplen bajo estrictos protocolos sanitarios, para evitar la propagación de #COVID19.",positivo
"#Salud | Nuevo estudio certifica que mantener tres metros de distancia y usar protectores faciales/oculares es indispensable para reducir la 
transmisión del coronavirus #Covid19 &gt;&gt;&gt;https://t.co/RBXmyoIkkW https://t.co/zR9M3zE3pS",positivo
"Ecuador, duramente afectado por el coronavirus, reanudó el lunes 1 de junio los vuelos comerciales domésticos y retomará los internacionales en el correr de la semana, en tanto redujo de 15 a 11 horas el toque de… https://t.co/6urfGKMuYD",positivo
"¡#COVID19!

Se confirma el primer positivo de #coronavirus 🦠 en club de #Quito 🇪🇨.

Los detalles aquí 👉👉 https://t.co/nRySWyB1IG https://t.co/sDEEtfe8P2",negativo
"Coronavirus ahí te voy. en Cuenca, Ecuador https://t.co/hnbaCtX5qN",negativo
"La falta de infraestructura sanitaria, de pruebas y de acceso a los suministros básicos, la distancia geográfica, entre otros aspectos, ubican a los pueblos indígenas en una vulnerabilidad extrema frente al #covid19.

Más en @ActualidadRT: https://t.co/zpTX1WDhNx https://t.co/ZcpRdYpK1F",negativo
"https://t.co/ePUGI405Iu
La @CORRUPCIÓN #COVID19, en el @Ecuador continúa con mas fuerzas.
Estan maquillando los Delitos de los atracos a los hospitales.💰🤝
Justicia Ecuador.-🇪🇨",negativo
"#ClassInforma #1Junio | El Ministerio de Salud Pública de #Ecuador informó que el país alcanzó los 39.994 positivos en #coronavirus, con 3.394 fallecidos oficiales, 2.135 probables.

Los datos por provincias indican… https://t.co/7doLcFHotA",negativo
"#Ecuador en el marco conmemoración #DíaMundialSinTabaco🚭 Mañana la cita con ➡ Radio Fragata 96.1 FM @FragataRadio 📻 #TobaccoExposed 
#FCTCSavesLives #COVID19 @AAntitabacoEc https://t.co/GKShEORRQD",positivo
"[GRÁFICO] | Daule es el primer cantón de #Guayas en adoptar el color verde. Al observar que no hubo un aumento de los contagios, el alcalde 
Wilson Cañizares decidió flexibilizar las restricciones. » https://t.co/9bHhXg1Ddd #COVID19",positivo
" @lahistoriaec: Yo no fui Ante la denuncia de sobreprecios en la compra de pruebas del 
Covid-19, el alcalde de #Quito Jorge Yunda separo,""""",negativo
"#ATENCIÓN || Casos de coronavirus en Ecuador: lunes 1 de junio: 39994 confirmados, 3394 fallecidos

MÁS DETALLES AQUÍ.
👉https://t.co/iPPelVOhKb📎 https://t.co/ewFMLB6rJX",negativo
RT @ecupunto: Cotopaxi: Movimiento Indígena y Campesino apoya a contagiados y aislados por el coronavirus https://t.co/kGtgQbajvF,positivo
